Sales Person,Geo,Product,Date,Amount,Boxes
SP06,G6,P15,2023-01-23,4151,160
SP17,G5,P14,2023-03-01,7854,786
SP18,G3,P10,2023-06-24,4438,234
SP23,G2,P06,2022-11-07,1428,84
SP11,G3,P15,2023-01-30,3059,118
SP25,G1,P22,2023-08-21,9569,383
SP25,G2,P13,2023-08-28,6461,324
SP16,G5,P17,2022-07-28,14651,1127
SP07,G5,P14,2023-04-29,3983,443
SP15,G5,P18,2023-04-27,5705,571
SP11,G5,P06,2022-07-13,5124,342
SP09,G2,P19,2022-09-03,203,9
SP12,G1,P13,2023-04-18,378,18
SP09,G1,P06,2023-08-22,9408,588
SP15,G3,P18,2022-10-07,5096,567
SP05,G4,P07,2022-08-09,6888,276
SP22,G1,P14,2022-11-20,1295,130
SP15,G5,P15,2023-03-01,7497,300
SP09,G3,P12,2022-09-10,2002,91
SP13,G3,P03,2022-12-22,7161,651
SP11,G4,P05,2023-02-10,13013,814
SP01,G1,P08,2022-11-25,9471,861
SP03,G2,P17,2023-02-28,12761,1277
SP05,G1,P14,2022-12-16,5642,627
SP20,G3,P08,2022-07-06,952,68
SP02,G5,P14,2023-04-27,1785,179
SP03,G6,P09,2023-03-14,686,86
SP09,G3,P04,2023-03-20,6699,373
SP03,G2,P04,2023-05-05,4221,249
SP16,G5,P12,2022-10-08,6335,254
SP19,G4,P10,2023-08-08,9149,539
SP15,G4,P14,2022-11-10,5236,655
SP06,G5,P13,2022-07-04,8141,388
SP18,G3,P07,2023-07-10,14084,564
SP10,G4,P18,2023-01-08,4683,586
SP07,G4,P08,2022-10-15,1407,128
SP21,G6,P07,2022-09-16,3108,142
SP20,G4,P01,2022-08-18,3815,347
SP11,G4,P18,2022-10-12,8155,1165
SP12,G3,P13,2023-05-16,2611,138
SP11,G2,P06,2023-03-09,2485,147
SP18,G2,P03,2023-02-10,4557,380
SP08,G1,P06,2022-07-29,1547,91
SP02,G2,P08,2023-07-10,4179,299
SP12,G2,P22,2022-09-02,7385,336
SP01,G4,P13,2022-09-16,1729,83
SP18,G1,P05,2022-09-30,4312,254
SP23,G5,P07,2023-01-12,4970,217
SP08,G4,P01,2023-02-05,6433,644
SP05,G1,P12,2023-01-28,4753,191
SP22,G6,P03,2022-11-11,1855,169
SP25,G2,P05,2023-09-09,2079,116
SP20,G5,P10,2023-01-21,455,23
SP01,G2,P11,2023-07-05,6636,302
SP25,G4,P07,2022-07-07,189,9
SP19,G1,P12,2023-02-26,4760,207
SP12,G6,P09,2022-08-26,9149,915
SP13,G5,P06,2022-11-12,819,59
SP11,G1,P12,2023-04-19,11137,485
SP11,G3,P18,2022-09-10,18361,1837
SP12,G5,P12,2022-07-25,11424,457
SP15,G2,P14,2022-07-05,6342,705
SP03,G3,P17,2023-06-16,7616,635
SP23,G4,P16,2023-06-01,3290,366
SP02,G4,P10,2023-04-05,924,52
SP15,G3,P09,2022-07-18,1148,128
SP03,G4,P19,2023-05-04,6580,287
SP01,G3,P01,2022-07-28,4977,553
SP02,G3,P09,2023-05-26,28,4
SP09,G3,P10,2022-09-02,1470,78
SP23,G5,P14,2022-11-19,6580,940
SP09,G5,P05,2023-07-26,1225,73
SP01,G3,P21,2022-09-30,4732,364
SP08,G1,P08,2023-07-11,8190,683
SP15,G1,P21,2023-02-28,12481,892
SP21,G6,P05,2022-09-19,7630,449
SP14,G2,P19,2022-08-09,6454,281
SP21,G3,P14,2023-07-10,10983,1099
SP24,G4,P01,2023-08-16,23912,1993
SP15,G3,P05,2022-08-05,2807,148
SP17,G2,P14,2023-08-02,7196,720
SP21,G1,P21,2022-07-15,4585,328
SP05,G6,P06,2023-08-22,1883,126
SP24,G2,P12,2022-11-13,4410,184
SP07,G1,P04,2023-05-16,161,9
SP12,G4,P04,2023-07-31,728,41
SP12,G5,P21,2023-09-10,4032,252
SP04,G6,P18,2023-03-28,2541,363
SP04,G3,P11,2023-06-02,18116,824
SP18,G1,P06,2023-04-18,5789,386
SP06,G1,P09,2022-08-16,4480,498
SP01,G1,P03,2022-12-30,10654,820
SP17,G6,P13,2023-07-28,7616,347
SP22,G2,P15,2023-08-04,9282,387
SP22,G3,P11,2023-07-25,9681,441
SP16,G3,P09,2023-08-28,1365,137
SP17,G3,P12,2023-05-26,6405,279
SP17,G5,P22,2023-02-19,3059,133
SP04,G3,P01,2023-06-30,3829,426
SP23,G4,P07,2023-07-21,1351,57
SP01,G5,P12,2023-06-06,2422,97
SP08,G3,P05,2023-06-23,5355,335
SP03,G4,P15,2023-07-10,2387,96
SP11,G3,P01,2023-08-21,1057,106
SP25,G4,P17,2022-10-27,1211,94
SP09,G2,P22,2023-03-29,6839,298
SP08,G2,P09,2023-07-21,8365,930
SP03,G2,P13,2023-02-20,5747,262
SP16,G2,P03,2023-03-10,11228,864
SP13,G5,P02,2023-01-13,2583,96
SP21,G2,P21,2023-06-01,7329,524
SP03,G5,P04,2023-09-08,3773,252
SP06,G4,P04,2023-02-12,2506,140
SP20,G2,P18,2022-09-23,1827,229
SP05,G5,P15,2022-08-05,3297,123
SP18,G3,P20,2023-04-04,105,7
SP02,G6,P11,2022-08-15,1085,55
SP12,G5,P08,2023-04-28,6076,553
SP25,G6,P07,2023-03-01,7847,357
SP19,G4,P19,2023-02-09,11718,533
SP02,G6,P02,2023-02-13,9709,360
SP04,G5,P04,2022-11-11,21,2
SP05,G3,P06,2022-10-16,3941,282
SP12,G3,P14,2023-02-27,7728,966
SP07,G5,P01,2023-05-10,2065,188
SP20,G3,P16,2022-10-26,10731,1342
SP01,G2,P03,2023-08-16,259,24
SP12,G5,P11,2023-08-15,49,3
SP14,G1,P03,2023-01-15,4809,438
SP10,G4,P06,2023-08-09,6916,433
SP11,G6,P15,2022-08-18,5355,224
SP16,G2,P09,2023-01-08,3906,391
SP08,G3,P04,2022-11-27,5649,354
SP24,G3,P10,2023-03-02,10983,611
SP15,G1,P22,2023-05-18,2037,85
SP12,G1,P16,2023-05-25,14364,2052
SP25,G6,P03,2023-03-23,7931,567
SP05,G5,P19,2023-05-18,147,7
SP25,G3,P08,2022-07-20,6615,602
SP13,G5,P07,2023-03-20,14791,617
SP03,G1,P17,2022-08-03,343,35
SP24,G6,P16,2022-07-26,1414,236
SP23,G4,P09,2023-06-02,1295,130
SP20,G1,P18,2023-04-13,10941,1216
SP10,G5,P15,2022-10-23,6405,238
SP01,G1,P09,2022-09-04,7861,787
SP07,G4,P20,2023-07-24,4298,287
SP18,G6,P06,2022-10-22,8015,472
SP14,G4,P14,2023-09-09,581,83
SP06,G6,P22,2023-06-07,11333,516
SP02,G2,P09,2022-10-07,10388,1299
SP06,G4,P18,2023-02-27,721,91
SP13,G6,P10,2023-02-11,8008,445
SP17,G2,P03,2022-09-11,10486,874
SP14,G3,P07,2023-03-22,1603,73
SP24,G5,P19,2022-12-15,5670,258
SP06,G2,P13,2022-08-03,476,26
SP24,G6,P19,2022-09-26,3290,138
SP07,G3,P12,2022-10-08,4837,194
SP24,G1,P18,2023-01-06,9268,927
SP03,G5,P14,2023-04-19,7777,865
SP19,G4,P11,2022-09-05,1372,69
SP05,G4,P03,2023-02-02,8190,585
SP17,G6,P22,2023-02-28,287,14
SP09,G1,P13,2023-06-17,1666,80
SP25,G5,P07,2023-06-02,6041,242
SP23,G3,P01,2023-05-19,10920,993
SP11,G6,P13,2023-01-07,8316,396
SP10,G3,P11,2023-01-05,4977,227
SP24,G5,P22,2023-05-26,91,5
SP04,G5,P22,2023-02-27,13090,524
SP20,G1,P22,2022-11-07,6412,268
SP04,G4,P11,2023-01-09,6181,281
SP04,G5,P18,2022-07-29,17220,1722
SP15,G2,P18,2023-08-18,2667,381
SP09,G5,P01,2023-05-10,1106,123
SP08,G5,P13,2022-08-03,10661,508
SP10,G3,P16,2023-07-11,588,66
SP05,G1,P19,2023-02-13,4018,192
SP11,G5,P02,2022-11-10,532,21
SP06,G2,P11,2022-10-14,8897,405
SP16,G4,P07,2022-12-30,1127,46
SP17,G6,P02,2023-05-29,6377,266
SP03,G1,P03,2023-05-08,3535,272
SP19,G5,P14,2022-11-25,1729,217
SP04,G6,P04,2022-11-06,4781,282
SP20,G2,P13,2022-12-07,567,30
SP09,G4,P12,2022-09-30,1708,78
SP25,G6,P01,2023-05-26,5341,535
SP03,G4,P14,2023-01-13,2898,322
SP08,G6,P22,2022-10-07,3808,159
SP12,G4,P14,2023-08-18,9954,1245
SP14,G6,P21,2023-05-25,12663,975
SP25,G6,P18,2023-01-13,9331,1333
SP17,G6,P10,2023-06-08,1155,68
SP06,G2,P10,2022-12-08,189,10
SP18,G5,P06,2022-12-04,4592,307
SP25,G6,P12,2022-11-11,16856,703
SP24,G6,P01,2023-05-26,7644,637
SP09,G5,P03,2022-09-15,6524,466
SP13,G3,P09,2023-03-30,4298,430
SP15,G1,P15,2022-11-27,11088,427
SP10,G2,P20,2022-11-03,9121,609
SP01,G1,P06,2022-08-26,7217,425
SP11,G5,P07,2022-09-04,7945,318
SP19,G5,P20,2023-05-25,7322,431
SP09,G4,P20,2022-09-16,8183,482
SP02,G3,P15,2022-08-03,12516,501
SP06,G5,P02,2023-06-07,11284,434
SP12,G6,P11,2023-07-26,2968,142
SP21,G4,P17,2023-08-11,301,28
SP17,G3,P03,2022-08-19,21,2
SP16,G3,P20,2022-11-18,4522,252
SP06,G3,P11,2022-09-26,294,14
SP05,G4,P11,2023-03-01,15904,723
SP09,G3,P22,2023-09-25,4361,175
SP18,G2,P22,2023-03-14,4746,198
SP14,G1,P19,2022-08-18,14469,603
SP10,G6,P02,2022-10-12,1344,50
SP08,G2,P17,2023-07-24,6188,516
SP15,G5,P05,2023-03-20,4480,249
SP21,G6,P12,2022-09-22,133,6
SP16,G6,P18,2023-06-15,6216,777
SP03,G4,P05,2022-08-01,1890,119
SP20,G3,P01,2023-02-05,1148,105
SP23,G1,P11,2022-11-19,6832,326
SP13,G2,P08,2022-09-30,4403,401
SP02,G2,P21,2023-04-19,9072,648
SP24,G2,P21,2023-07-21,2037,157
SP17,G6,P06,2022-09-09,10304,687
SP04,G5,P07,2022-10-19,11564,503
SP22,G3,P20,2023-01-01,693,39
SP23,G2,P12,2022-09-08,4291,179
SP03,G1,P19,2022-10-20,1876,82
SP13,G3,P18,2023-09-11,8393,933
SP25,G4,P06,2022-11-07,1337,84
SP18,G2,P04,2022-11-07,5999,334
SP18,G2,P08,2022-07-11,11837,911
SP18,G5,P15,2023-06-08,3871,155
SP24,G5,P07,2022-10-01,12621,505
SP17,G2,P17,2023-05-04,20454,1705
SP04,G1,P17,2023-05-02,3696,370
SP15,G1,P08,2023-06-23,8113,677
SP23,G5,P04,2022-10-12,287,20
SP14,G3,P04,2022-10-30,16625,978
SP02,G3,P17,2022-08-04,12796,1164
SP22,G5,P03,2023-08-07,3045,218
SP15,G4,P19,2023-05-26,11431,520
SP20,G5,P11,2023-02-25,16947,807
SP22,G2,P22,2022-12-04,6223,271
SP11,G4,P20,2022-10-22,9814,546
SP20,G2,P09,2023-09-07,6832,760
SP02,G3,P18,2023-02-26,10899,1211
SP25,G6,P14,2022-08-12,378,54
SP20,G4,P19,2022-10-23,9233,402
SP08,G5,P20,2023-06-30,8351,522
SP01,G4,P11,2023-06-17,7329,349
SP23,G2,P19,2023-03-02,2555,117
SP09,G2,P13,2023-05-03,3311,175
SP19,G1,P17,2023-07-14,10843,835
SP02,G2,P20,2022-12-24,2737,161
SP21,G6,P14,2023-09-14,4627,661
SP23,G2,P13,2023-07-27,16842,887
SP15,G6,P02,2023-09-11,4459,172
SP07,G3,P02,2023-03-08,1421,53
SP02,G3,P22,2022-10-29,3591,150
SP25,G6,P09,2023-03-20,3325,416
SP18,G1,P20,2023-04-13,5957,398
SP17,G1,P10,2022-09-08,8869,444
SP02,G1,P16,2023-01-22,15848,2264
SP21,G5,P13,2023-01-28,8428,402
SP21,G1,P19,2022-10-14,546,24
SP13,G5,P22,2023-02-11,11914,477
SP14,G1,P12,2022-08-03,6902,277
SP19,G6,P03,2023-03-20,10668,970
SP06,G5,P03,2022-08-08,8505,774
SP12,G2,P14,2023-02-28,6160,770
SP09,G1,P19,2022-07-14,6608,288
SP22,G1,P03,2023-02-24,9282,714
SP19,G6,P19,2023-03-14,392,19
SP15,G1,P13,2023-04-15,2555,117
SP03,G5,P12,2023-07-26,6895,300
SP15,G5,P14,2023-04-13,10052,1117
SP03,G2,P22,2023-04-07,6832,311
SP15,G3,P03,2023-03-09,6258,569
SP03,G1,P05,2023-03-24,2898,182
SP04,G5,P10,2022-07-15,4102,228
SP16,G3,P07,2022-08-10,4718,215
SP17,G6,P05,2022-08-03,15946,938
SP25,G3,P18,2022-11-03,1449,145
SP06,G5,P12,2022-07-29,1589,73
SP08,G1,P16,2022-09-15,8708,1089
SP12,G2,P09,2023-08-18,2184,273
SP11,G4,P08,2022-09-19,13265,948
SP13,G2,P21,2023-03-02,5411,339
SP06,G2,P20,2022-07-13,5971,399
SP25,G1,P18,2023-02-02,1603,179
SP18,G2,P21,2022-12-11,13244,828
SP21,G1,P10,2023-05-24,686,41
SP05,G6,P14,2023-09-22,6622,736
SP02,G6,P09,2023-02-28,2002,251
SP16,G3,P19,2023-08-09,2562,107
SP20,G3,P21,2022-11-07,1736,124
SP07,G6,P14,2023-08-14,7203,1029
SP10,G2,P22,2022-11-12,4641,194
SP06,G2,P04,2022-11-03,3647,228
SP09,G6,P04,2022-11-06,2618,146
SP25,G3,P03,2023-05-23,3710,338
SP24,G6,P07,2023-06-15,8477,369
SP16,G5,P19,2023-09-18,2296,100
SP06,G5,P19,2022-08-12,4564,218
SP24,G2,P15,2023-07-26,7238,290
SP05,G4,P14,2023-09-28,6132,682
SP24,G5,P17,2023-07-21,8344,835
SP14,G5,P20,2023-01-20,8372,493
SP06,G5,P11,2022-11-13,7007,369
SP07,G1,P14,2023-09-09,3206,321
SP01,G2,P13,2023-09-23,2142,98
SP22,G3,P17,2023-08-22,11333,872
SP22,G5,P06,2022-09-04,9065,534
SP02,G2,P06,2023-04-05,5593,400
SP20,G1,P14,2023-02-02,1841,205
SP05,G2,P08,2023-09-04,4578,417
SP11,G6,P14,2023-04-29,3430,490
SP21,G4,P12,2023-06-13,4550,207
SP13,G1,P15,2022-11-05,5677,237
SP21,G1,P17,2022-11-28,1183,119
SP15,G1,P03,2023-05-08,1043,87
SP04,G4,P03,2022-09-01,5103,393
SP02,G5,P11,2023-03-07,357,17
SP20,G1,P11,2023-03-09,2149,98
SP25,G4,P14,2023-02-12,5292,756
SP22,G5,P14,2022-12-09,3094,310
SP18,G3,P15,2022-08-19,8365,349
SP02,G1,P05,2023-07-21,2457,137
SP02,G2,P03,2022-08-19,5607,401
SP19,G3,P09,2022-10-02,5999,750
SP22,G6,P09,2023-02-19,8379,762
SP08,G5,P14,2022-08-04,6251,626
SP02,G2,P11,2023-04-13,3045,161
SP21,G2,P11,2022-11-18,1246,60
SP03,G4,P09,2023-01-05,4550,455
SP17,G1,P17,2023-02-28,3717,310
SP02,G6,P20,2023-03-02,13076,770
SP23,G4,P13,2022-09-09,1533,73
SP17,G5,P18,2023-02-02,1463,163
SP04,G2,P20,2023-04-08,1561,92
SP25,G4,P21,2023-06-02,42,3
SP20,G2,P21,2023-06-30,441,34
SP17,G4,P12,2023-04-14,8764,351
SP14,G5,P10,2023-04-18,1575,83
SP22,G2,P17,2023-09-04,3430,264
SP16,G5,P20,2022-08-12,7889,465
SP15,G6,P20,2022-10-07,2359,139
SP09,G3,P07,2023-07-26,9268,371
SP14,G1,P08,2022-11-27,2464,224
SP05,G6,P18,2023-04-05,1043,131
SP02,G4,P18,2023-04-05,994,142
SP16,G2,P15,2022-08-03,5789,242
SP10,G1,P01,2023-07-14,3815,347
SP15,G5,P03,2022-07-07,1428,130
SP23,G3,P20,2023-07-05,567,36
SP24,G4,P15,2023-02-28,4102,158
SP21,G3,P07,2023-04-07,11620,506
SP02,G5,P21,2023-05-10,7000,500
SP01,G1,P19,2023-03-21,3815,182
SP19,G1,P18,2023-07-10,945,119
SP13,G3,P15,2022-08-04,10066,420
SP11,G1,P04,2022-07-11,777,49
SP11,G6,P07,2022-09-05,9758,391
SP08,G6,P11,2022-10-07,8330,417
SP04,G6,P09,2022-09-01,5278,660
SP04,G4,P04,2022-08-19,1638,103
SP08,G2,P01,2022-11-20,6335,634
SP19,G5,P12,2022-11-19,4711,215
SP17,G1,P06,2023-03-13,476,32
SP25,G5,P15,2023-07-26,6881,287
SP06,G3,P12,2023-07-05,6818,285
SP06,G1,P03,2023-01-12,4606,355
SP01,G5,P15,2023-02-18,16380,630
SP10,G6,P05,2023-04-05,791,47
SP10,G5,P14,2023-05-11,6013,602
SP09,G4,P13,2023-07-26,273,14
SP12,G1,P06,2023-05-30,10885,726
SP20,G4,P06,2023-05-30,3962,265
SP23,G1,P10,2023-05-18,1211,64
SP16,G4,P20,2022-08-03,2842,178
SP09,G4,P16,2023-06-09,3339,418
SP24,G3,P22,2023-07-18,14112,588
SP11,G4,P02,2023-01-21,12719,472
SP12,G4,P22,2022-11-13,2709,109
SP22,G6,P19,2022-12-02,2716,130
SP17,G2,P11,2023-07-12,1526,70
SP11,G6,P18,2023-02-09,4956,496
SP17,G1,P15,2023-02-09,1932,81
SP09,G3,P19,2023-08-23,9870,412
SP07,G5,P02,2022-09-11,10724,447
SP03,G3,P05,2023-03-15,4557,285
SP07,G5,P06,2022-10-28,35,3
SP04,G5,P08,2022-07-08,7049,588
SP13,G1,P10,2023-09-01,1246,70
SP16,G1,P10,2022-07-29,896,53
SP05,G3,P19,2022-11-04,7,1
SP15,G5,P11,2023-01-08,4942,248
SP04,G6,P22,2023-02-28,7217,329
SP24,G2,P16,2023-06-14,14959,2494
SP14,G2,P17,2023-02-27,2387,217
SP13,G6,P21,2023-05-11,5614,401
SP02,G3,P10,2023-02-19,5320,280
SP14,G5,P02,2023-08-02,462,18
SP08,G5,P21,2022-09-24,4067,255
SP12,G4,P13,2023-06-09,805,39
SP14,G3,P16,2022-07-26,4018,574
SP05,G4,P01,2022-12-15,7434,744
SP14,G3,P06,2023-09-18,7371,461
SP07,G6,P11,2023-03-09,14868,744
SP23,G1,P09,2023-04-19,560,70
SP07,G1,P16,2023-03-21,10850,1550
SP07,G1,P20,2022-09-30,5047,281
SP11,G4,P12,2022-12-17,3164,144
SP25,G1,P17,2023-02-13,9534,734
SP16,G2,P21,2023-01-26,5915,423
SP10,G3,P01,2022-10-09,11655,1060
SP22,G3,P14,2022-12-08,315,35
SP19,G1,P06,2023-09-11,7329,524
SP03,G1,P04,2023-04-28,3612,213
SP14,G5,P08,2023-06-06,4963,414
SP08,G2,P10,2022-12-15,14098,830
SP08,G5,P05,2023-09-01,952,56
SP17,G1,P03,2022-08-09,1743,159
SP21,G2,P14,2023-02-06,7749,861
SP17,G2,P21,2022-11-12,7700,593
SP20,G4,P18,2023-08-18,2030,226
SP16,G3,P17,2023-07-21,5054,389
SP19,G2,P14,2022-08-18,4046,405
SP02,G6,P13,2022-10-23,3395,162
SP14,G6,P02,2022-10-05,11487,442
SP03,G4,P22,2022-12-21,5523,241
SP20,G6,P05,2023-03-27,3738,208
SP17,G6,P08,2023-07-21,3703,285
SP01,G6,P17,2022-10-12,4186,349
SP03,G3,P10,2022-07-25,6223,328
SP13,G5,P15,2023-03-21,896,35
SP18,G1,P12,2023-09-23,10038,457
SP04,G4,P13,2022-07-29,8610,454
SP25,G3,P22,2023-07-13,112,5
SP06,G1,P20,2023-03-27,9170,540
SP20,G1,P09,2022-12-08,959,96
SP04,G2,P21,2023-07-24,5649,404
SP08,G1,P21,2023-04-13,9184,656
SP22,G2,P07,2023-01-29,4123,165
SP10,G4,P19,2023-03-13,7756,324
SP08,G5,P04,2022-12-30,5894,328
SP03,G5,P17,2022-07-29,1414,129
SP04,G3,P15,2023-01-07,1701,71
SP08,G2,P18,2023-06-21,11102,1234
SP25,G4,P09,2022-09-17,5327,485
SP13,G2,P01,2023-08-18,4900,446
SP19,G2,P08,2023-01-15,2044,186
SP20,G4,P21,2022-09-11,2940,184
SP02,G6,P14,2022-10-30,805,101
SP13,G4,P03,2023-04-12,4788,369
SP11,G2,P15,2022-07-25,3283,137
SP22,G3,P02,2022-08-26,5887,227
SP14,G4,P22,2023-02-05,5425,247
SP05,G3,P17,2023-09-25,7574,758
SP01,G5,P04,2023-04-12,2835,178
SP05,G1,P13,2023-06-30,6251,298
SP07,G3,P08,2023-01-15,5733,410
SP15,G2,P13,2022-12-08,4676,223
SP06,G3,P20,2022-08-01,294,18
SP22,G4,P21,2022-12-17,4018,310
SP16,G4,P14,2022-11-24,1596,160
SP19,G2,P22,2023-09-23,4900,196
SP24,G2,P22,2023-07-11,616,25
SP11,G5,P10,2022-10-09,4711,236
SP19,G3,P14,2023-04-19,2758,276
SP05,G3,P05,2023-01-12,21,2
SP17,G5,P05,2022-12-14,518,33
SP04,G3,P14,2022-10-14,13468,1924
SP13,G3,P22,2023-07-14,8400,366
SP06,G2,P15,2022-08-26,4186,161
SP17,G3,P07,2023-01-15,8715,397
SP03,G6,P21,2022-12-28,16534,1103
SP02,G3,P16,2023-09-03,8820,1260
SP10,G2,P02,2022-12-03,1778,75
SP11,G5,P03,2022-10-08,21,2
SP19,G1,P01,2023-04-28,7994,800
SP05,G3,P21,2022-10-05,6720,448
SP06,G6,P10,2023-05-17,1316,74
SP23,G4,P04,2022-08-01,6615,390
SP11,G1,P22,2022-11-24,238,11
SP05,G4,P08,2022-12-23,16870,1534
SP25,G6,P02,2023-01-05,5285,212
SP13,G2,P18,2023-02-28,2667,334
SP02,G4,P22,2022-10-14,3136,137
SP14,G3,P17,2023-09-10,2492,192
SP09,G4,P03,2023-06-07,525,41
SP10,G2,P07,2022-09-02,2730,119
SP16,G4,P12,2023-04-12,1519,70
SP05,G4,P22,2023-01-02,2877,120
SP02,G6,P18,2023-09-18,6328,904
SP24,G6,P08,2022-10-23,4179,380
SP19,G6,P20,2023-02-28,1736,109
SP22,G6,P04,2023-03-01,2947,174
SP11,G4,P16,2022-08-22,2933,489
SP16,G4,P02,2023-04-11,11130,429
SP12,G3,P04,2022-10-14,9422,555
SP24,G6,P03,2023-09-10,10885,990
SP03,G1,P01,2023-05-25,5796,644
SP02,G3,P06,2022-07-22,9016,531
SP02,G2,P13,2023-02-25,2142,108
SP23,G5,P10,2022-09-11,2100,124
SP01,G1,P22,2023-05-08,6888,314
SP09,G5,P04,2022-09-15,8813,551
SP15,G4,P11,2022-12-29,3500,185
SP19,G3,P17,2022-09-24,5600,467
SP05,G3,P14,2022-08-26,3815,477
SP03,G4,P16,2022-07-13,651,93
SP08,G2,P13,2023-06-30,4081,215
SP05,G3,P22,2022-08-03,742,34
SP25,G4,P01,2023-02-28,3878,353
SP25,G5,P01,2022-12-18,1127,94
SP05,G4,P20,2023-01-23,2548,142
SP05,G3,P10,2022-10-06,3122,184
SP01,G2,P06,2022-12-30,343,23
SP07,G5,P12,2023-04-13,6279,286
SP15,G2,P05,2022-09-24,7952,419
SP23,G5,P05,2022-11-24,9863,617
SP09,G3,P14,2023-02-13,1470,147
SP22,G4,P19,2023-06-20,4417,185
SP02,G6,P04,2023-06-30,924,55
SP23,G5,P16,2022-12-21,1330,222
SP20,G4,P14,2023-08-22,4830,690
SP24,G2,P09,2023-07-27,476,48
SP09,G4,P06,2023-07-31,5306,379
SP25,G5,P10,2022-08-12,3563,179
SP11,G3,P04,2022-07-06,10262,604
SP08,G5,P02,2023-03-24,5173,216
SP22,G3,P16,2022-07-26,4109,587
SP17,G4,P02,2023-07-13,11606,484
SP03,G6,P13,2023-02-28,5908,296
SP12,G1,P04,2023-05-11,5789,322
SP06,G4,P08,2023-02-13,5572,465
SP21,G5,P19,2023-07-10,868,40
SP19,G1,P16,2022-09-23,6055,673
SP17,G6,P01,2023-08-01,7441,621
SP14,G5,P21,2022-10-26,1449,112
SP11,G6,P05,2023-04-08,8183,431
SP01,G3,P20,2022-11-18,12558,785
SP10,G3,P06,2023-01-21,6734,421
SP21,G1,P06,2022-10-07,252,15
SP07,G1,P13,2022-12-21,4060,214
SP13,G5,P11,2023-04-15,18872,994
SP24,G2,P11,2022-07-28,5985,285
SP14,G4,P19,2022-11-10,3801,173
SP04,G1,P07,2023-02-16,10626,443
SP07,G4,P05,2022-12-09,5586,329
SP13,G6,P11,2023-01-28,910,42
SP14,G2,P16,2023-06-08,1372,196
SP11,G1,P05,2023-04-04,1995,125
SP11,G6,P02,2023-04-20,3997,154
SP01,G4,P10,2023-05-22,2114,112
SP10,G6,P22,2022-07-25,12033,482
SP12,G2,P16,2022-12-09,12152,1351
SP24,G5,P05,2022-09-04,12481,735
SP12,G6,P21,2022-11-18,7406,463
SP11,G3,P14,2022-07-04,3570,447
SP09,G1,P16,2022-11-12,5285,588
SP18,G1,P15,2022-09-08,1799,72
SP11,G4,P22,2022-08-08,3276,143
SP02,G5,P06,2023-06-13,5712,381
SP09,G5,P14,2022-12-09,4823,689
SP11,G4,P04,2022-07-20,6559,365
SP10,G1,P12,2022-09-19,973,43
SP12,G5,P19,2023-05-10,12068,575
SP22,G1,P22,2022-08-12,15127,688
SP09,G2,P20,2023-02-16,3661,204
SP15,G4,P22,2023-08-09,12124,552
SP18,G6,P13,2022-10-20,1722,91
SP14,G4,P07,2023-09-18,6496,260
SP03,G2,P02,2022-09-22,19621,727
SP15,G6,P21,2022-08-25,2954,228
SP11,G1,P18,2022-07-06,994,142
SP12,G6,P17,2023-02-28,5488,499
SP17,G3,P04,2023-07-21,2576,152
SP07,G4,P12,2023-04-05,4935,198
SP23,G5,P11,2023-06-23,6475,295
SP23,G6,P15,2023-06-01,8554,343
SP07,G4,P15,2023-02-28,6713,280
SP23,G2,P01,2023-06-27,378,32
SP05,G2,P22,2022-09-17,4501,188
SP15,G1,P07,2022-12-22,1085,48
SP12,G2,P21,2023-07-21,3290,254
SP25,G2,P03,2023-05-26,2058,188
SP03,G3,P14,2022-08-03,3269,364
SP22,G6,P21,2022-07-29,8449,564
SP11,G2,P21,2022-12-09,3367,211
SP05,G1,P20,2023-03-13,4459,263
SP24,G2,P05,2022-12-08,3948,208
SP23,G4,P10,2023-05-29,6384,320
SP08,G1,P01,2023-09-07,441,41
SP19,G4,P01,2022-12-08,4235,424
SP01,G2,P07,2022-09-03,5208,227
SP16,G2,P14,2023-04-19,8631,959
SP10,G1,P07,2022-09-19,3332,152
SP07,G1,P03,2023-08-09,8274,753
SP06,G2,P17,2023-07-12,3227,269
SP12,G6,P16,2023-03-08,5460,683
SP02,G2,P22,2022-10-01,13517,541
SP22,G5,P01,2022-08-16,2303,256
SP13,G4,P13,2022-07-13,8617,411
SP12,G5,P05,2023-01-16,1498,84
SP25,G5,P18,2023-05-02,3031,304
SP13,G2,P20,2023-08-22,2492,167
SP01,G2,P04,2023-01-16,14763,821
SP21,G4,P07,2022-10-15,7784,354
SP11,G1,P20,2023-04-14,12089,712
SP09,G4,P22,2023-06-08,2030,89
SP05,G3,P18,2023-09-04,4928,493
SP20,G5,P16,2023-08-14,77,10
SP11,G6,P01,2023-06-21,7861,787
SP16,G2,P22,2023-01-06,3983,166
SP07,G6,P01,2022-09-09,2296,256
SP24,G6,P02,2023-08-08,11781,437
SP18,G3,P01,2023-06-28,8316,693
SP08,G1,P15,2022-08-02,1134,48
SP23,G5,P18,2023-08-18,5446,778
SP02,G2,P02,2022-11-18,1323,49
SP22,G4,P22,2022-10-08,2499,114
SP09,G6,P13,2022-08-03,9226,486
SP12,G2,P10,2022-10-19,5250,309
SP06,G4,P05,2022-08-26,7210,451
SP25,G1,P12,2022-08-12,980,45
SP08,G6,P14,2023-03-08,3878,388
SP07,G6,P06,2023-03-30,1659,111
SP07,G2,P05,2023-08-09,4942,275
